gate_index,x1_m,y1_m,z1_m,x2_m,y2_m,z2_m
1,5.55111512312578E-16,2.25,0,5.55111512312578E-16,-2.25,0
2,1.6254075023521,-3.14984784863439,0,2.30230120407074,5.17821394804008,0
3,8.65301648893671,5.94204568333323,0,7.19082430994695,-2.47342699782766,0
4,14.0653099275854,-2.47342699782766,0,13.4978920670819,7.03323387660917,0
5,26.1076628285787,-0.271809347675369,0,27.3544129116967,10.0911779866697,0
6,29.3960828191837,9.63637243048826,0,31.3244153429923,2.628214699166,0
7,32.7071690215115,11.7105029482672,0,36.6040202973386,5.17821394804008,0
8,38.9609867948146,13.9417645658778,0,41.7893465917858,7.86515032419653,0
9,49.4887704835409,17.4615012021087,0,49.7652747238867,7.35123708176248,0
10,67.6845518440558,6.20145171657393,0,67.6845518440558,11.0819785489402,0
11,76.5153196545994,16.1518748743501,0,76.5153196545994,5.76373557802613,0
12,86.2574478441669,9.92888943631888,0,86.2574478441669,15.4816493442288,0
13,97.8222967917827,8.50111327736692,0,99.6764437697971,14.3817316454067,0
14,113.346849455158,7.03323387660918,0,112.816492847908,2.25,0
15,124.610487576966,6.57423533091413,0,124.610487576966,1.83694372519665,0
16,137.471275799105,4.94595710555609,0,137.471275799105,9.63637243048826,0
17,145.4567403036,5.76373557802613,0,145.956376682728,10.3490643292943,0
18,153.066278901013,10.3490643292943,0,153.066278901013,5.76373557802613,0
19,183.103354760329,8.50111327736692,0,183.103354760329,4.01690758187717,0
20,190.348669025689,3.47608704028909,0,190.348669025689,7.86515032419653,0
21,199.203252377867,4.46584215162616,0,199.203252377867,-0.550619952121345,0
22,219.180692963823,0.932538133291835,0,219.180692963823,7.35123708176251,0
23,229.201080543373,1.83694372519665,0,229.201080543373,-1.85567806453925,0
24,238.981408970857,2.25,0,238.981408970857,7.35123708176251,0
25,248.330458010561,2.628214699166,0,248.330458010561,-1.06688563557415,0
26,258.20206682106,3.47608704028909,0,258.20206682106,8.50111327736692,0
27,273.482635659831,4.94595710555609,0,273.813304829727,1.57914373934629,0
28,276.467809118704,10.3490643292943,0,278.142064871996,2.628214699166,0
29,280.724305626978,11.3907752860465,0,282.921737418669,2.25,0
30,285.394054223435,12.2999298800468,0,286.559098287521,2.93188125255558,0
31,295.353429548621,8.25005941586338,0,293.978353390165,13.0381811641702,0
32,301.014983156714,4.94595710555609,0,297.9720230797,13.748166886754,0
33,304.444975488624,6.20145171657393,0,301.788196338588,14.6060663015428,0
34,308.335346979978,6.88632752486282,0,305.693117812799,15.7302103623006,0
35,312.048813911173,16.5151011795031,0,312.048813911173,6.59705106313542,0
36,318.746961692068,12.2999298800468,0,320.520481718903,8.50111327736692,0
37,341.389712172094,17.4615012021087,0,339.517339453217,23.3315666277352,0
38,351.498344287217,17.4615012021087,0,347.363840364668,25.5239967018704,0
39,357.079904151982,23.3315666277352,0,356.033835924289,28.6713224378585,0
40,357.079904151982,20.9782237318685,0,366.846040804104,27.0530294281437,0
41,361.033400345859,18.258249783383,0,371.951750650803,19.2303751312584,0
42,362.99361844076,11.3907752860465,0,355.262948651088,12.6718567594106,0
43,356.033835924289,6.59705106313542,0,368.705675200923,6.59705106313542,0
44,355.262948651088,-0.402893850971175,0,368.335694838075,-0.402893850971175,0
45,355.049918391953,-5.28706012668917,0,365.55678638643,-5.28706012668917,0
46,352.354185386874,-13.9931231046568,0,362.99361844076,-13.9931231046568,0
47,355.049918391953,-18.5051474298278,0,361.894554621208,-19.3233132960079,0
48,354.230289190673,-21.9728094352445,0,359.818937310235,-24.3323035784218,0
49,349.750170758391,-33.8347960654169,0,346.505785836493,-32.6595758775003,0
50,348.676536558199,-37.3973095478717,0,345.249921830131,-36.7411338981765,0
